x,y
-0.6619738360989232,0.4716886759388526
0.42040367809770707,-0.0052314161163797765
-0.720719895233702,0.2657017367791932
0.31534781571076714,-0.5932360033106912
-0.39767281700605445,-0.4845531695032177
0.04434056305820912,0.7010710092853418
-0.6264057778069916,0.14160575858355184
0.5374229093144849,-0.652964125537752
0.18339628712291436,-0.8383110697933753
0.7820598492840727,-0.30913858144335987
0.6207835658776001,0.5066091865779906
-0.7414351012000665,-0.32313757578796626
0.5797443518357127,0.5468147261928131
-0.2796537907780551,0.12115150189109697
0.8393951684343907,-0.19011187267950486
-0.706975125740243,-0.2782215043997982
0.8136850659048311,0.020411486323430074
0.17836260870539342,0.20805292676217285
0.05340311008083312,0.7603554713433338
0.7354648000103599,0.31373858782726544
-0.5606869851091303,-0.3539060389786053
-0.23666343775655,-0.7681173451818226
-0.28216372134061013,-0.3156611309644073
-0.36789918581865044,-0.4241110433662381
0.3888691443540841,0.6057820655429615
-0.18834156502810892,-0.5111653393465676
0.11821273633754023,0.7553434493317936
-0.6375574855512838,0.09021088981666024
0.7474668278996822,-0.2729394694539738
-0.182503288204207,-0.2469329371300568
-0.5031557952148069,-0.71884099256424
0.14804923859333866,0.7529262094847159
-0.5629702507968527,0.572539013836836
0.7673432780939404,-0.22935457372509171
-0.7848636586725378,0.13633926782050856
-0.6500086730619845,-0.04008731056540274
0.02051870244069038,0.7116681096895997
0.7622632617915305,-0.3428761642728986
0.11426725210936418,0.7649153881061661
0.3377600264757894,0.09544672585418927
0.7241588224656967,-0.32860309089082
0.75274406412584,-0.3086948933083335
-0.016689826776877196,0.7666877422776542
0.09047381377612616,0.7084163458031316
0.7254038980958413,0.35114922700385054
-0.7767687060061981,-0.07555748555825421
-0.24127618062452327,0.2516687388784318
-0.4728008329964251,0.5423377361173308
-0.5586684038215376,-0.5180122055360485
0.5581952824643786,0.5693223483154193
-0.20187575361721558,0.600438413628989
0.05895293693822464,-0.8420353186091897
-0.3196907553029512,-0.2193249576607667
-0.1923506815206175,-0.03944816729221981
0.7293163889813797,-0.22599279607092115
0.7468956187942986,-0.41227583823089886
-0.601708704844468,-0.05263588821711616
-0.6252239234568244,0.5093473826256822
-0.2791539755424397,-0.6841514462584299
0.2701418451900173,0.6757002746609119
