MDS_Component_1_Stratified,MDS_Component_2_Stratified
3.157958398574031,3.042918136646423
0.7477189687648421,3.340338858360633
1.3509677698000382,3.3819840495863875
3.6909847465702463,-1.2910435040643258
0.3887865000731909,4.3058028372288515
2.484783101169339,3.6823460455360117
1.853089121753271,3.738686040068836
6.305432788129001,-0.419478870317723
1.136860755253312,-4.142222848723913
3.9145865596311853,-1.659622981436008
5.328780159570914,3.801705345329468
2.7146126721255306,2.465153588228242
3.9216912433434943,-0.0742665407859684
3.7093940109850876,1.7170757684628675
3.2037819421050977,-1.444786761125713
3.8181020491504643,-1.0714264352237446
3.438803783400121,3.039581398902796
1.4662465436468397,3.723756004256144
3.7640480566981043,-0.7007399766502961
3.601000331030084,1.4778794942763
4.265154354609731,0.8010728080127153
0.4381718378184722,4.253571138070007
3.557134355088077,2.4496015546028818
2.9107416967815047,3.990631403596976
3.5645418140298886,-1.4620642776487807
0.5571955765968615,4.740660369637446
3.3420939802001866,2.220648080393333
6.965854179130971,0.7722817437942457
4.152430490673755,1.6031302251031538
7.526103457589926,-0.912332476271347
6.278215430071891,2.6327707309089696
3.7805604449223154,-2.23857508886707
0.880109693256722,4.002332916176949
2.9489721589970563,-1.8290044011093458
1.8408395205025736,4.002458608793078
4.1520856233011845,1.4135560863681063
3.945895904442753,-0.7418713553627898
4.989303551726323,-0.8405315669688044
3.0051882331753172,1.504019449908145
1.8435642749262342,-3.254085515952428
3.304834442502684,2.05044209186794
2.7463697556044577,2.9862512602706897
3.900017687046502,1.2756006808568907
3.428053387381551,-2.4527138950558944
3.484896175428725,1.8342200877156798
3.447857627295191,-1.0431262378323074
2.744978316057949,3.7952905417375087
3.0132137672726254,1.6553055922217619
3.613572469537554,-2.05319842838289
1.6417342573277718,-2.989832380831255
5.516550957411147,2.346367405581804
4.55190237506708,1.6473956336939921
3.574530707967223,2.1798385252487287
2.9277085646751826,-1.5872602298531875
6.284213716653164,1.9313352091448939
3.8477894174571214,-1.5459487789683135
3.4987306315133115,-2.2334789268850157
1.083895540540255,-3.845815890554831
1.2164029825205895,4.438570785757491
3.831039993004566,-0.8485090708087649
4.278335171300349,-0.8467503336243927
2.5724659276802773,2.963903576852696
3.733919327521228,1.4871728892679026
3.2310741072439293,2.43288368602741
3.7596399429070755,1.4408551534581198
4.2225128613409435,1.3512786020277427
3.692428098799271,-2.4388756155641116
4.985315967783558,-1.9678505528067132
3.921691243343493,-0.07426654078596402
2.059143433619274,3.7888027734877263
4.524063302416717,0.05803425666513604
5.4326740497918085,2.6236497973625847
7.744443555988143,1.3078178026472032
3.181414898542125,-1.4746034804606483
3.706513922497949,3.4639250119465586
3.597351054721426,-1.3077554501974298
6.379040597670434,1.4315122108359766
4.60587329982232,1.343063665045751
3.0242692764372245,3.831059868223433
3.2555617021965793,3.935068357678375
4.24834374850158,1.1366427185371766
2.598600485328854,-1.3925202323400123
2.434394818816233,3.3791740047416434
4.8287406863523215,-2.4461725083774866
4.655453266597479,0.38584936040043083
3.4344161798075543,1.743530530471771
2.2065063586187823,-2.0141200838484954
3.298976452511567,-3.440790598044458
3.201182589583576,-1.929648038640981
5.422246679592361,2.6510302817481843
4.857431327433122,-1.2856876621700655
4.9809510837834425,-0.7409216980159331
4.465351745772778,1.1838943675467648
3.0131323285054696,2.596226648642069
3.4133498192157274,-2.531939617581501
5.584954575389363,0.9073123190406149
4.203511779532949,0.7902707404454946
2.668923416401364,3.096610360070848
7.000725260688613,0.33031755197651536
3.81583917537236,0.4623381710902989
4.953339463229487,3.1568837538463095
2.633732006472857,2.436355678012608
4.782135812375,1.6561418627258893
2.6228151891767313,-2.795488764264458
1.867646590893603,4.216610745835449
3.772306609744977,0.042481194231226725
1.0069696498787792,2.1065878330688634
3.034786743373612,-1.7267320380149094
3.2512976933517024,-0.9631715268505358
3.8835008039231327,1.532025920471461
4.857430779352604,-1.2856894438857007
2.8823897555783105,1.8224195251199873
2.001788567237714,-3.7659822131755214
4.297480387599122,-1.0736143988030191
4.5025131956399305,-1.6871856284527404
-3.7026000150239144,-0.7504312973723865
-3.059629743966955,-4.89963903523147
-4.733662196286428,0.5444446845129516
-4.269313678689385,-2.504452401576069
-5.7053670202650455,-1.8338082273094394
-6.003212472125389,-2.4335466734032347
-6.374075798616214,2.481411209691547
-4.938697092083135,-0.2524276807453891
-3.1256394406440235,-3.1167059107696526
-3.558373099163022,-2.48316864524697
-4.500293518824461,-1.4138815797516229
-5.0486708731107885,1.0122391007007747
-4.526276817382802,5.542760228212898
-7.7711535165644765,1.140886050054054
-5.232232075991582,-0.33909450043610845
-3.7260434558639233,1.325590030395352
-3.9530514563721155,-1.222328033861123
-4.652001440846732,-0.6304199024706283
-3.760006300127756,2.1404395843891972
-5.069074693996925,-1.5334292747613683
-3.768749925574152,-0.739339864065491
-6.422366082422997,-2.0708129368433283
-5.531783394363639,1.0440018654500733
-4.351821813976481,1.2339476789876844
-5.830654137124211,1.320960325522411
-5.67811952457589,-0.045526710374491734
-4.739577211212843,0.5313645694627062
-7.341992250916035,-2.161153764190422
-4.929394783224402,0.8094520163892597
-8.339819885943228,-2.1067301740346855
-4.8460760603691675,-4.074795383962498
-5.985284536456252,-0.9790000529009243
-9.079477921768069,-2.895097361746644
-5.93928722430335,-1.8998794170561826
-7.150454428607091,0.13655096028953403
-8.112235349561901,-0.7838933937695145
-5.1215936870571,0.28052630267716405
-4.554682076966677,-4.30192428598688
-4.496505600930889,-2.0019433409822964
-4.935230084651256,0.5405249729423026
-3.7564418851961197,0.03550500975880667
-5.050025729638949,-1.2580915252248055
-6.370505057722806,-2.112488265312703
-5.0562439568411355,-0.3957465798194191
-6.441608018887971,-2.072273705880466
-5.606240088383151,-2.7158595062896054
-5.300850799075108,-2.1506221839141233
-5.816420468265425,-2.395320532969458
-4.8456520736217605,-2.9497435343555063
-4.410515570339545,-0.4855207968883375
-6.428903709580729,-1.7531051322083802
-4.086011476250606,-1.6060896645915923
-3.589889673118878,-1.7038285618081523
-5.689617064263209,-1.0693353545337863
-4.00539458671674,0.7488803259088744
-4.454639384345407,-1.5032450901773537
-4.101547043594926,-3.636875628618432
-3.784993519873568,-0.7159951014031024
-4.796860804648863,-0.30259174060281885
-3.6858781945732244,1.8285705459942583
-4.014300083542419,0.3633043835141752
-4.777011391048245,-0.41427335542113614
-6.170576848737519,-1.631583691870836
-3.6618926084145795,-1.4800295018928586
-4.594758899510431,-1.6323954307736794
-5.762885663731262,0.814255903793844
-5.137412840482926,-1.809367279693614
-7.745693847137532,-2.182000617444124
-4.570927333803032,-4.009882001048978
-3.7849935201466067,-0.7159950995289317
-3.5007683044791724,-3.479161944282077
-7.539517924303143,-1.5719338330540036
-4.527562754980595,0.40580956027527637
-5.698466694997427,0.12454942724620209
-5.049869222897711,-1.8077489671679532
-3.7574226516105025,-1.4998662290129876
-4.8395267004009845,-0.8437304849249788
-3.7854093509893696,-3.231818619681473
-4.667621621322513,-1.518537244245663
-4.207450954393822,-0.8932948555868405
-7.024870328123907,-0.3263293189795503
-5.6371421983651695,-0.23166046042842386
-9.630326802661301,-10.109378223347374
-6.760756496605706,-2.9607663090690504
-4.369639997513357,-2.8408954749509725
-5.564764413308818,-2.533301818555406
-3.2273557773677592,1.2138679531598258
-0.2557041497454305,-3.5493042475674703
-1.9552112098134609,-1.3438549492041054
-2.485751875150017,-0.062060727990894654
-1.0887297524199349,-0.1117463807470638
-2.533347190877403,0.10475662601377138
-2.5311886472529284,-1.7862509763266208
-1.7685677544380096,-1.3732664448234364
-1.7735969934752076,-1.5359015919105534
-4.077978797434231,3.0796042443166183
-3.059840703460605,-1.5980288916477288
-2.3122136108033158,-0.5427980157230168
-1.1579193649934263,0.587374544033965
0.11774392355436905,-3.653243848163677
-2.0939067572766428,0.09904038698296831
-2.234884420537026,-0.14561083327324612
-0.8885233950671935,-2.822792054163497
-2.323040177415673,-1.590295519496479
-3.3845027653073143,-1.4940960078106766
-3.6705868184643062,0.9665634747795507
-2.566225385466667,-1.0378705972382205
-1.6562788853870143,-1.7321193878523335
-1.109359668404971,-0.4484940079148093
-2.1311504079625725,-0.6583172247771004
-1.5141276962542447,-2.1257989762340426
-0.956992105280908,1.8891660158238899
-2.1497089699963103,-0.7091298748443113
-2.331480303625102,-1.898062837890084
-1.8260928713206268,1.7215964142595053
-2.47626500511005,-0.7978043539048338
-1.77265821019246,-1.6362403035132786
-1.8360414410674146,0.8696531767625885
-2.7996678408925297,-2.096654163176055
-1.507379604405774,2.809819292295153
-0.6065485794865606,1.489208622549449
-1.2628379371324097,-1.95788635094352
-3.5247435677918686,-0.632390594434202
-3.4856989539089485,-1.094166837230638
-2.137307336522545,-0.26173026209420314
-3.3892192818800484,-1.7026455504804625
-3.562279021347339,0.016262825442962144
-0.9055311007043938,1.0886710754312587
-2.2428189778463965,1.8508360993536057
-3.1336584846474453,-0.9115627865579042
-2.799717828933281,-2.0404329554161023
-2.5043359784879273,-2.0149891516953056
-0.3550941297266126,-3.2721251585162165
-3.1084156224785073,-1.309084938352243
-0.28430839125143537,-3.9331599412384333
-1.8629578221471468,-0.921348964556944
-2.258123382579525,-0.9796136147527856
-0.003405397694335493,-1.1511560746037948
-0.9131214287619948,0.5241265539208543
-1.2954239893544757,-2.3199605363788645
-1.0813652197922403,0.05111772899173376
-0.7941181203533882,1.6651265640512414
-0.7314260138448685,-0.8651171527022581
-1.3515666339093677,0.5270127412936146
-1.1048103776892144,-0.9180216913458192
-1.8017062847348249,2.4756192567656243
-0.8975047860591744,1.884427573609467
-3.209540001063111,2.4908392209751695
-1.0098818629918698,1.2140488164104541
-2.117115189796342,-1.7453575610494751
-3.5415072488966772,-2.1778759274274955
-0.496917189503833,0.3423109827093889
-1.5128860325829898,4.184672308400423
-1.0984574779226934,2.265952246557716
-1.6926248213099595,0.24765048416507424
-2.326440094951134,-0.2298393351143541
-0.11452271227555372,-3.2094368839274714
-1.1466578934034204,0.32153608898167474
-2.1929946853784683,-1.0164699918603464
-0.32001648999260335,-2.448093747221315
-1.9445066958769026,-3.3053684861460026
-1.928860306378951,-0.7214188104016407
-0.7481163807822991,-0.7992489785365283
-4.411515540689917,-0.3118709206510583
-2.5894620866986706,-1.9081222055881555
-1.0243541830263099,0.2631331614861839
-0.8727504445731106,0.34935353355878607
-3.227630905474795,-1.1684762937008482
-0.2028252013677442,-2.925255318704224
-3.1021577092465518,1.011201846828333
-2.1784052773488667,-1.7021045214718564
-0.8940935839860158,-2.411553404079438
-2.1327861991068944,2.2786837723984252
-1.8226314674882704,-1.5515712004351818
0.26781347661771016,-1.8794988164673556
-1.8381115244044521,-1.7564526394288422
-1.3335351115222036,0.9449741332524495
-2.9745352140096792,0.3257894485933903
-3.2546237937998046,-1.1298332489082068
-3.3154847041187745,0.007042527092017613
-2.606798105971479,3.2927317108515153
-2.3992126277408787,-0.8736162237412047
-3.4008068363962947,-0.8764648410100637
-2.398149030631816,-2.5819098438391777
-2.9964787662880794,0.9092660009060852
-3.312318293478826,-0.4590802528168107
