x,y
0.04556165396443149,-0.8062004251693604
-0.023121362752485868,-0.8044464087648331
0.5058915067897932,-0.6607942411907624
0.15318501851165947,-0.8033792763508535
0.17147524528093902,-0.7578642465116282
0.317189123200654,-0.5950136776533194
0.04429209582360856,-0.8655442802372157
0.19887379154368787,-0.8285617039486562
0.06939204743323021,-0.8153360743701391
0.3254424941107639,-0.7685491420499856
0.5720497080950602,-0.4518311034410693
0.5043653610918399,-0.4066783509213633
0.5865329205683714,-0.5436059259114764
0.2027642923074078,-0.8194951759183999
0.4751545966950581,-0.7426705067497964
0.37875332338680184,-0.739902438641482
-0.2168144573735838,-0.8159107213903739
0.4825735567550517,-0.6171589158897984
0.6076154668476222,-0.5746394073493084
0.3502062722170034,-0.4137952139826881
0.3393592377811062,-0.6498389952202273
0.1711832474626696,-0.8377483024647255
0.37035347571215593,-0.7217305951594224
0.742529493109335,-0.3200963931244654
0.5319707596745205,-0.6371110259989393
-0.08609460337403539,-0.8443929438449114
0.5933618190429937,-0.5869178926381801
0.06738537189495757,-0.7898656628637836
-0.14303521935190427,-0.6042552274945175
0.3160368031454807,-0.809471939359666
0.770984243503333,-0.252587059866373
-0.11460274401831307,-0.8455135435466152
0.5862700734598163,-0.5792143590743704
0.6719738327282241,-0.11795967909337889
-0.13488657075224406,-0.868144492866087
0.3528621197834797,0.5608823919887798
0.08207046569121274,0.49404663532779236
0.21617193751719002,-0.7906978222130009
0.6974996678979352,-0.22486011138176362
0.5197049089776127,-0.5157397712909231
0.015922133821307506,-0.8214489037964137
0.7011814035839129,-0.42234897406932165
0.31391176755350697,-0.5629668677695424
0.2701139974085455,-0.7196638752400433
0.4346161519357774,-0.7073983276949463
0.2595581228672486,-0.7820674429853756
0.5641509937318414,-0.6469950121594936
-0.10111398452521327,-0.8361679068983333
0.4328797471710768,-0.6014053269985812
-0.3614003353209838,-0.8042527894962678
0.15694001792870868,-0.5761808806040581
-0.0776614156792688,-0.8550130638167269
0.6107912643065626,-0.45080000548560295
