Principal_Component_1_Stratified,Principal_Component_2_Stratified
-0.6502961892611644,-0.088366979664716
-0.6236373377517589,0.21468692156517818
-0.5787742073532995,0.10141763051213669
-0.1881029242123132,0.3091643811719614
-0.06929921843161829,0.19504650189209774
-0.1269704884755034,0.3399020929344172
-0.653932027241872,0.04040923688701531
-0.6657833212589767,-0.11984314885383592
-0.01613964508712489,0.6023340151232002
-0.2039557644561737,0.04655585574847007
-0.7642209066199777,0.25762079929692844
-0.8207794480142607,0.1996545785971069
-0.9088024699577568,0.24068330830469145
-0.42560476979944045,-0.043269199883696034
-0.6300826063393491,-0.14814257807447107
-0.19893672990166578,0.054815773334154196
-0.6389814335249979,0.16330152657270267
-0.0842213314984383,0.450433017996825
-0.6049182296958155,0.08351569705049572
-0.6375681708519371,0.15833699936778897
-0.6691138549718966,0.09604858652390096
-0.4005042618858768,0.6273906953701749
-0.7300458526204615,0.1279497420009347
-0.1845565663170818,-0.02942493742688515
-0.49478862268431206,0.1864447561358944
-0.5260725944321653,0.18554288443134345
-0.2096802664699842,-0.0692463729525356
-0.5541690182471846,0.18760743163562812
-0.6819254638251407,-0.15074838904208984
-0.8070042798333569,0.2528759325447393
-0.8371871629561538,0.23419618925818045
-0.6761897877719792,0.08798708080758656
-0.5922597321298305,0.05352874662992969
-0.5957850458853347,0.015356054624109767
-0.6709833586257188,0.484527996277653
-0.3772938269094442,-0.12075219529247884
-0.7002369020606306,0.17178056980825893
-0.7833033105370688,0.21434302281299783
-0.32378213835307423,0.31575740071412883
-0.7826432967163528,0.30269644077551794
-0.550959235531562,0.06261659265057533
-0.48833025510900674,0.28098185237532247
-0.718726249877841,0.21125848917296347
-0.7658835965527945,0.37742171215573733
-0.613461093583945,0.09426370646300208
-0.21893960396830045,0.308912171178252
-0.7811370455173816,0.20202184104987067
-0.8248239652759118,0.15536245957682962
-0.7404674072410712,0.0536342466695526
-0.7384647471356026,0.26906854302746797
-0.8439409769489753,0.2357228243669989
-0.5948522252963209,0.12310592982248594
-0.3358869702525394,0.02067743094613971
-0.7262381066364921,-0.1371876797839384
-0.2642805281838921,-0.05517588553597962
-0.4479503167876501,0.05991862839342516
-0.6689944065766791,0.4452290124292001
-0.5638195435994905,0.004397835366079406
-0.644389729850785,0.22606449347441973
-0.299761672971694,0.25264019168348
-0.4828766884543858,0.36824286560501146
-0.6550700833159557,0.1120103335580953
-0.5265760691701707,-0.05385735353313848
-0.46561905210162163,-0.029929196773473745
-0.6008754146324876,0.08403074916816763
-0.2022384111748187,-0.060690270551008424
-0.7456713229049403,0.06844347681022989
-0.5687631584830908,-0.036218326396210185
-0.25803980372864344,-0.12703147257252376
-0.7254444584012224,0.3002530891426967
-0.7626153521109539,0.21271336879196065
-0.7770919513971014,0.1868609423200714
-0.6651872955982364,0.2844131762816837
-0.8248838001959018,0.20232955839063538
-0.4740170052588655,-0.051529679423231875
-0.4842898495256851,-0.018793950968483675
-0.7202711533285194,0.2274868588007675
-0.5492051817641542,-0.07429726379773594
0.01889857319354846,0.38663829951860895
-0.8588427393417003,0.16840569262942984
-0.8907203490217707,0.25899009965371306
-0.7136287910075795,0.2803184340235889
-0.45107570858880985,-0.24452460105243368
-0.8097561926065883,0.25248323476639434
-0.6455298752002925,0.10711372990048323
-0.874322970801705,0.23785223735142588
-0.3214271908078358,0.0018296466994272948
-0.7434110101877341,0.21512219922786124
-0.9416535627744662,0.16978631430814387
-0.15282575108977656,0.6892134983748847
-0.05451946776642194,0.6768105886357225
-0.5741574533233402,0.1689029029284525
-0.6663070170933,0.09924290697891257
-0.48937933863142646,0.04462911101089285
-0.5589760336074767,-0.04842986469116669
-1.000633455470727,0.12494392855246811
-0.5454579362854034,0.4863613136054815
-0.16284162903947166,0.07169069151359615
-0.37463282221248756,0.1106919536180615
-0.7294850770767641,0.10071863520168185
-0.3356518369763416,0.5208384528335148
-0.5338439301960822,0.31283063984209863
-0.30266134937536465,-0.0663665281333424
-0.6749824222127037,0.06547568354443407
-0.6150491366593672,0.257518359700854
-0.4949754707620315,0.2287758272790676
-0.479039500295959,0.22406043624413588
-0.15378275936152566,-0.02817804910016665
-0.9565257718664206,0.1347601669513564
-0.793026807989483,0.059256932387242216
-0.5897641473528313,-0.00987953683608744
-0.6117389594007324,0.05209306950030015
-0.6679948591017633,-0.02308051279819334
-0.49989123263913654,0.08604220768531567
-0.8873323986385884,0.17839721545803902
-0.2699432129025192,0.022268157971154924
-0.7311730608782543,0.3140102828358266
-0.4520644999396824,-0.06030575171818853
-0.7201844953171282,0.2880440137316628
-0.2819232301556892,0.6164438185188931
-0.31944417404027786,0.09347527195628164
-0.7792272745131309,0.3186522485844022
-0.5884483613740159,0.3688314162826104
-0.5713543406187892,0.18938400518590656
-0.6530839610752597,0.3343078504269564
-0.26033483467960855,0.11687760970186573
-0.09797104858557719,0.1448551984737645
-0.5291228778618373,-0.12184778525234993
-0.5354739343927004,0.10387537643668271
-0.6414686739285366,0.2527752177802891
-0.5334917076367874,0.05821810688378452
-0.1218518367434686,0.04151284349291895
-0.17602664565571327,0.28266697816232866
-0.517187494274958,-0.004899414518421715
-0.6774281581482131,0.13563343504508493
-0.7965097770092462,0.25186535946974836
-0.31544926214016017,-0.12584679802822735
-0.6188425863753079,0.030614923271136935
-0.5340016035386772,-0.044240408769071746
-0.1226557648044914,0.06986631166841839
-0.6747024278754773,0.14670484492703612
-0.7017515147853464,0.1445525658853736
-1.0154255199302054,0.13757596756988
-0.5500988310196864,0.03328102835855951
-0.9463677631817579,0.10503731737396604
-0.6476799941363486,0.046845712987385234
-0.5063729329123462,0.1871187635489233
-0.719726401508602,0.16438356592551617
-0.6015020664976989,0.13966299728869302
-0.5382849769826029,0.07542540482727958
-0.07386686938971647,0.22320523279128796
-0.592898099157086,0.2613846102743514
-1.0468854788571709,0.06935915051011016
-0.510002141755793,0.11508033782019324
-0.7840609989056124,0.19063122165867977
-0.6745582157347816,0.35375377196728996
-0.9487032823619375,0.09114218499406873
-0.6920574778636401,0.3016161215421215
-0.12926627290796078,0.05768610539932967
-0.5986985616876576,0.070732620291198
-0.30603459519823906,0.6175817962705611
-0.4875874785531036,0.0466554491969824
-0.3763986997076583,-0.04185679054420119
-0.8641593289795827,0.13628515604459746
-0.6434448792479224,0.29237669350299683
-0.6299116219167133,-0.008452537602360699
-0.7220101153787092,0.2501955645225816
-0.7024082057203453,0.3436052768048563
-0.6732728357555009,0.09137801099766589
-0.2743626097933766,0.046682138806345704
-1.0322580896695952,0.1568892090764291
-0.6762804005058479,0.2843829846380073
-0.27863385007599295,0.3514234116891366
-0.6882177429702928,0.2716353620943361
-0.530325716700644,0.16955746505227748
-0.20854012632426067,-0.18315843495103495
-0.6304667976964394,0.15463615543786896
-0.6785864417693204,0.25500044953978296
-0.3035887149687942,-0.05091532749168943
-0.8937950135422706,0.14855746724841257
-0.7664416919757592,0.2311261326526701
-0.7252474694342065,0.21620376695617743
-0.3808301115807716,0.25371806663377827
-0.17429988888403145,0.15303933290191143
-0.2940854504235809,-0.06462911676509561
-0.13062737774104255,0.3096895246685727
-0.6746214025698783,0.035595240361459196
-0.776553414775451,0.20037953433602138
1.2634667309846033,0.5138691256846041
1.1006418735483525,0.08684176802331459
1.3790684457441178,0.20402123266128946
1.2957168176856795,0.250048904403833
0.9778307867056134,-0.039668641258408195
0.9458415252000304,0.010445815258099261
0.8049398196849682,-0.043888734266760425
1.3709020258547653,0.18673386163863445
1.1335358916376113,0.2286008238827917
0.9418902606819267,0.07890359707998613
0.8701232861939485,0.1725569444633641
1.1726868424687866,0.2444842324882144
0.8792068989492056,0.37834137199434675
1.2226284678049066,0.1593183487354976
1.4157310501540925,0.2768997212098542
0.9038932823908898,-0.004533876778089448
1.125450081668919,0.21180552713474574
0.7814108018127446,0.31873737269634256
1.4635754418630662,0.3186145989930743
1.2872701022113173,0.23682595217181654
1.0021240616866787,0.325279394984312
0.8415189587067915,0.3456275344826927
0.7624236867673552,0.21417826005791427
1.346961147861347,0.2663452198682988
1.2181927222015057,0.11424122342606624
0.8965455724915342,-0.013791486393848591
0.8267847169754518,0.0685074299953587
1.2828840599489404,0.2666687106689303
0.8076626137923378,-0.005751828501060947
1.4397968399025523,0.3592674931411032
1.3553472049393942,0.3893253444446286
0.8721494418926276,0.2528531276649087
0.8515344890521089,0.052370496527241205
0.8730337511141951,0.08328514379312128
0.800888526202634,-0.072348982672886
1.3677793025095426,0.21993185017951544
0.8228486808746925,0.08852459218189401
1.1528538504003794,0.28853850386420976
0.9671403698322342,0.11847353765608369
1.3917138888158453,0.22262986020486347
0.8631440236364677,0.09257863352496737
1.2805830995854481,0.30363370293021913
0.6610668772593322,0.27118722085608327
1.45383971055406,0.2491026037737133
0.8611946130945951,0.3847161718410567
0.8154458350183114,0.31966592395490645
1.2933934005629488,0.29456992423338907
0.5999954514636129,0.29132811469770004
1.139469723209641,0.2863661647385742
1.2001029153765745,0.441712000764195
1.148984764613438,0.05118752016423917
1.2678280118042735,0.22560110007599227
0.9456964282634999,0.08382175926909616
1.183219127863346,0.23013233017950396
1.280347478996092,0.2773976801758166
0.9013129519486929,0.019085191608640476
1.2299602023818106,0.19988221908509665
1.3804011290921856,0.20673088505182616
1.3074859494947952,0.36661759348688283
1.3440148136746768,0.26708455997875963
0.8479844624224494,0.36064154997392844
0.9196389623491489,-0.082102641236456
1.3078501877295852,0.20142213354069713
1.1655336782188268,0.09681420832752526
0.8417014142978518,0.22397279620194308
1.3826069887739263,0.23715736733622458
1.3477689335017562,0.20539577643423934
0.9334710130077832,0.19048708961296532
0.9470347206694139,0.04240113336915158
0.8058548292651687,0.34661577621178885
1.202455121357394,0.2702276184588076
1.24323158964422,0.2101079788620222
1.383112655425295,0.31071875775936353
0.8942838052797987,0.04270706167516727
1.3814629669984828,0.2707715674922819
1.0014155650191539,0.39070519359766975
1.3003423228967022,0.2643795090893324
1.245395022942682,0.1864543519711418
1.1215964923129698,0.2716377038053656
1.0060794004358153,-0.03846744104218803
0.8892057560068725,0.2168708607026814
1.2011013780800117,0.16086217755733184
1.190983021630184,0.2615216982048134
0.7444259222225191,0.160785318416016
0.8131953727507452,0.1326244063947727
1.483322988589598,0.3502502051098375
0.8666577448716934,0.09201847239402036
1.255980287601932,0.2887925872535465
