Principal_Component_1_Original,Principal_Component_2_Original
0.5634718247032409,0.11297174579003914
0.10335271673480023,-0.29419794749760286
0.5741085736675694,0.046531212570027194
-0.18162704484061637,-0.30588382295059163
0.8607591727581471,-0.2766093043848421
-0.026558908159030423,0.27094728508861915
0.8657077156674232,0.007196371539752694
0.14786872497402154,-0.4285172133804334
-0.6624653728646519,-0.314545530533903
-0.7109790951820704,-0.33572628851115
-0.5863645713795149,-0.031533916964964485
1.4075601014348014,-0.2990034625434503
-0.621672570047839,-0.0652972536606724
0.6621414510093712,0.08020423110764956
-0.570466966448435,-0.18324846088326202
-0.3843187781274718,0.49484126407920526
-0.4523871544825566,-0.061897964994962494
-0.5254180378816957,-0.02270546647150106
-0.07732508702237956,0.48422863923095183
-0.5920025526527669,-0.03932232181661553
1.1879164873552976,-0.2729555577672836
-0.6811984607376766,-0.1833870220565344
0.6144474558314514,0.020499593568912414
-0.2588949715652712,0.057513066069672845
-0.18958131457502597,0.4158727870338353
0.9356307039789825,-0.20014237166769125
-0.2295197113168203,0.44272608233638444
1.1575542718659364,-0.22041074437752287
-0.2952940229995456,0.2626389358372903
-0.995174600480201,-0.13724281449556328
-0.9482583881940408,-0.05501071014396432
-0.17044331450220154,0.5290363552262223
0.8401708357625102,0.11544596431584536
-0.47486988894557375,-0.17469429406473946
1.297958692843626,-0.21710587334590264
1.1669330613334294,-0.2684572601703914
0.1993367157816617,0.030899509660448753
-0.3220233468649123,0.16430175172590278
-0.19746874472514614,0.5491473702784643
-0.8058197991188379,-0.16303196723506494
-0.45923535039184255,-0.13897645053314184
-0.36029552365420503,-0.47273759302133894
-0.061080437009736185,0.15733554252136986
0.004602272014017802,-0.1371961043543011
-0.639925095404636,-0.11433295602596058
1.3121713908970296,-0.23486431542793648
0.5588176622394707,0.2500108559800222
0.6467359456809534,0.1297133613386442
-0.43320561124791646,0.6322446831438457
-0.580630241536374,-0.014876374794740738
0.28651452942833966,0.03397943600821678
-0.7524915620297136,-0.22967243425654715
-0.5052955153148699,-0.04732787784132243
0.662904663830023,-0.23337573138851378
-0.6257721373486748,-0.23990379500133946
-0.45452872048533016,-0.17024253136772383
0.5699574454934504,0.04423603389164442
0.563986607126837,0.14020942695716318
1.364961572413565,-0.3484762594676403
-0.30289006822574716,-0.17224219229319163
0.17979848899679032,0.4114408176561108
-0.6081073765682039,0.43309028836311786
0.862876948547691,-0.15103563486391205
-0.7325061531726791,-0.20160233294293728
0.4531614437865509,0.013118257068111287
1.1431180992420646,-0.2768200327479711
0.02600205841256924,0.0661184548418831
0.5629527767275488,0.11400822036382695
-0.8483194278882031,-0.12191664505080552
-0.22047038855737747,-0.5618989089338429
-0.024626104590290295,-0.26143946513848326
-0.23809234668640072,0.5017300252762229
0.3495516501367478,-0.02394916669795299
-0.279860364809228,0.4365649170469107
-0.7852498861841161,-0.1460243811348693
-0.3749338284264679,0.11018264324066251
-0.7014867253439925,-0.13675468905001587
-0.4108670774046328,0.5214547938959173
-0.5520575004041617,0.005983493783136358
-0.6143668159379108,0.24279734697010982
-0.09936491646941453,-0.15929542537901975
0.2550788383216831,0.2784220903026777
0.6116728047844788,0.058078323280457485
-0.5976832961214876,-0.12416768278896172
0.3168835202682204,-0.03946951426411837
0.7495745672560371,-0.3594541101654141
0.5667666811783231,0.11308216441376061
0.5778834585618688,0.22222872728321164
-0.9417377893771054,0.3577174678675111
0.10503678330676572,0.08680308286963845
-0.7334782287790987,-0.23025773457920415
-0.5741673749277333,-0.1275683534370296
0.12230260159898346,0.18429810551797485
-0.44109675634030887,0.45117220885248926
0.3872743235743225,0.057306404939113806
0.4439489722317675,-0.07756045934351066
0.5288063364747823,0.056905998831934194
-0.6112220814169987,-0.022893751552100106
-0.8095673160495845,-0.2138890235266369
-0.696122813225796,-0.08425898559087058
0.19320922866452367,0.058801452408120514
0.16426247464734267,0.06695473229452925
-0.3790690152188894,0.12000019693193352
0.5508740670273464,0.19236157733237746
-0.699321362189489,-0.33112254893850296
0.883457149369068,-0.047701222204372555
-0.620599277345932,0.46085174469575185
-0.8161393597291114,-0.13300709360526702
-0.5258996972992267,0.5522500318192247
0.15614632154736194,-0.3342221727362518
-0.4774824673368128,0.025951045119147444
0.35573597504309584,0.015410584711468391
1.0044387640349588,0.037237792836661614
0.030614105343707735,-0.6566293217496426
0.08447564427926592,0.14427025164959914
0.38140252346538606,-0.0756845597720346
-0.5857618519223919,-0.13523784966218372
0.08871690681324208,0.4308733907831665
0.2557412165083811,0.03691209148669817
0.572323533401331,0.1280035999857311
-0.2216432308205706,-0.35856489858772284
-0.8462305784690848,-0.13470969630516402
-0.6227262737577391,-0.14341888151371374
0.19530594981029525,0.2575750319304289
0.2867187579417012,-0.014036554924632226
-0.613694769404121,0.3039431645541646
-0.13719192060367733,-0.039432409633781154
-0.8641455818768918,-0.1657069043140996
-0.4799488942216034,-0.1267192752573348
-0.17905895711318592,0.34193912374785973
-0.2847054579553313,-0.18809995037688584
0.5332928324684356,0.03287508558556608
-0.18154794602782529,0.45454350113593356
0.7981220860724794,0.03819488788249188
-0.2543879247227783,0.23238387365241805
-0.13858340608986483,-0.350000320917508
-0.4934860480883256,-0.08802557529762453
-0.1373579507682912,0.17267481462404322
0.6427776070294219,-0.07725808644486613
0.3878986190850009,0.05670004037776978
-0.5711564266806219,0.030954381366629497
0.5830619829576948,0.1445692242294551
-0.6360733956140405,-0.23868035334405885
0.5257336956517523,0.059674154692419754
-0.5632191624741076,-0.05118757977073591
0.26360726209392865,0.4981283445093906
-0.5212543193678786,0.4291411650704779
0.5717511056219885,0.028224513574419793
0.14726709961622383,0.4527076066950078
-0.5890408730628907,-0.21309561042553202
-0.2308132333410422,-0.16320989194101504
1.1691452654872179,-0.23790120588787492
-0.15278234415615263,-0.3263164982629384
0.030603373712972934,-0.30202125801314117
-0.8258350732839728,-0.15838000578331007
-0.7996077098883572,-0.21135654612241836
-0.710053754464938,-0.23906110993016366
1.0318020382687052,0.09260402726182704
0.5993561458717677,0.09418869352558483
0.643836559472473,0.06234597441044813
0.1581277051349696,-0.13461213890312398
1.2946888477271432,-0.352754301846673
0.8381091797737036,-0.16428962178269935
-0.7380105025200504,-0.11223564158473794
-0.2696625129153044,0.5630100907353235
-0.3727520303001431,0.4244117174501289
0.013648526872740289,-0.09471575706531152
1.220878928187309,-0.20973302414013606
0.5856439853273213,0.08653441662942751
0.3320011503896531,-0.30890697278453155
-0.7781261633664147,-0.17155000570150344
-0.512030360644753,-0.25848489514951206
0.6521354633141048,-0.3829693631994366
-0.5100758904458251,-0.21576556562192653
0.22039050401347124,-0.185079073351324
-0.10901299124526939,0.3543234343230457
0.34360000117289174,-0.15925106386271762
-0.36291006284119076,-0.19680838468346332
1.4119001264730098,-0.24087370004235248
-0.31353389033252493,0.5721794892176262
0.5400685788336532,0.014248314171107506
-0.4807176183353999,-0.5575325077510863
-0.2656797348507424,0.4474797729765372
0.18472539747099642,0.4442344835678309
-0.47411850436267017,0.2895539034791258
-0.013278948180594975,0.23793312067255867
0.11140590049493972,0.22300225120082187
-0.4742849274434302,0.2398845976306158
-0.15652324218581085,-0.057981565512493685
1.1116029461221826,-0.22196880872208236
0.4199414949670879,-0.11960345276570007
-0.08493108974535428,0.45232346023856823
0.5145382820479684,0.07521701377670456
0.27178976639837765,0.4630865001016449
-0.29828475359712847,-0.17635828581949387
-0.12421296777379312,-0.050792414214976225
1.0784008439682833,0.04753907825332002
-0.11224229076398498,0.17953953904522985
-0.864020925079414,-0.1522774028676144
1.2249867572070938,-0.23455595783034403
0.003628417110679287,0.4761846880240237
-0.3256511518462694,-0.02838700025741049
-0.7249812459433695,-0.24664915102259616
0.44479657066376954,0.1940967477300277
-0.8011763002661282,-0.1480276269928043
0.24766036946668968,-0.07186941670700785
-0.574789073477153,-0.14140779331368442
-0.6338977311917432,-0.14439743569089067
0.13178554535724812,0.08621409589391842
-0.2929501606116245,-0.15826025278620462
-0.8265875665088659,-0.19773627922221773
0.2653020760866167,0.4671304820041977
0.5514188495158084,0.14970172691926587
0.19658803588895768,0.03521154890210073
0.028608546097073344,-0.20699910605242433
-0.24206459328173077,0.34094039234563855
0.576210165987755,0.12094171860959517
-0.8700898887022558,-0.1391472607387638
0.23858525252720358,0.10479493791809784
0.5744113620901123,0.1718396751396132
0.5850034855368192,0.16465943135388894
0.5546077383010081,0.058612291890159485
0.0954934514286282,-0.3086452878573344
-0.527001754775186,0.04207281846384776
1.3917843992067365,-0.3448818978674872
-0.5494799361543764,0.1088432195727999
0.7913868659710864,-0.3337853960411164
-0.5827838900640496,0.1061492922852462
-0.5511650655340475,-0.05375968065646656
0.6056027437835422,0.10965855403129136
-0.604046103285639,-0.1409194912558697
0.9326560599252808,-0.32125531596979834
-0.533249980138906,0.06596770523098795
-0.2578130616273167,-0.12542603485365467
0.5746131839858496,0.0032858903207397144
-0.5500127768697078,0.08422585441173866
0.5673028807503828,0.1339819416232942
0.3065227546465256,0.3698283652706101
1.2165488701049847,-0.1840671121433795
-0.6876430137504117,-0.2988287788172121
0.6319497553885792,0.1772848036655077
-0.40161355440856483,0.5329813512500804
-0.897910601662274,-0.14820229662759196
-0.16186491330335964,0.03863659340254502
0.3511990297928574,0.24324623657568142
0.26888608477823933,-0.17188879285546715
-0.8964815324780956,-0.20908404102980263
-0.6014962020551569,-0.2716573162275303
0.557808720069948,0.12090129407138382
0.5394788590023749,0.02185566835928936
-0.7995432674279979,-0.012723511997588482
0.5979544252961724,0.1597743208622871
0.30960710536452946,0.39523507683640047
0.009037185656876374,0.24295942740970217
-0.6528150752751917,-0.1463881166283733
0.5634573362813076,-0.011598391990617985
0.5310444285787328,0.1357429933811234
0.619157954875707,0.0943475699919128
0.5675384358678565,0.032153610858873485
-0.7576534702880758,-0.050557222167947176
-0.5042591411732444,-0.19640367987056084
1.0308448183179861,0.024150588730573866
-0.020034302917665125,0.21208278320235718
-0.4144013278361492,0.4975733730098251
-0.4223765214469291,0.5570253835035511
0.26149430936825535,-0.2197006000825497
0.30946656220183566,-0.020854989593435787
-0.22353520071945746,0.3366035022925581
-0.7740510769708391,-0.12004781856539996
-0.4221113039458466,0.03373092025356414
0.6685530182573993,0.07617980056857201
0.29273144855804295,0.0284689240881968
0.9131515077604245,-0.18569856000913673
-0.31854179839760455,0.17016386816626364
-0.43215684157805423,0.20084859297606925
0.050387889139296045,0.521378477636778
0.5611960591336872,0.30528239824955994
-0.4930003169364412,-0.4636358937817932
1.3686464280644999,-0.23266463577630864
