MDS_Component_1_Original,MDS_Component_2_Original
-1.4853950820981274,-1.976540139111268
-0.6311610059809983,0.24286680249870796
-2.1441283625340337,-1.2162497110972785
2.0090672678524815,-2.61086510439148
-4.1423594426683845,-1.3803568395147088
1.2784791435126392,-0.5500838199674178
-3.1021576066480008,-2.520799933257733
0.1818774754302499,-2.8966397102225394
3.53692953548315,-2.5567362286074284
1.1264932762965179,3.619660561771795
2.3314671574384414,1.2687677474229242
-5.824976947339528,-3.9954493608813957
2.6253929073054185,1.3527623610688644
-3.161671528013936,-1.4682482337589533
0.9555302118029584,1.9211849363219413
3.8990431171486697,-0.7336059359158564
0.9525434202610876,1.1941223437982167
0.9343522752717159,3.2457836312600157
1.6351522185012537,-1.329792960381662
2.0465915660214318,1.4192259427009954
-5.314386359572945,-1.9619122872641632
1.6306518272012238,3.838673338043114
-3.246783260240129,-1.3622010687041275
2.7180519251622455,-0.8199868786672929
1.890931504613144,-0.4968792172359106
-5.179363518897239,-1.024245689950159
2.3639430356743447,-0.5411321308576466
-4.020817810376395,-2.7962981091984034
-0.8983291919260227,3.065876543087701
5.265188522601785,2.9027125248574976
4.067255725231149,4.6832034612792475
2.079916955490601,-0.7019501699888152
-1.45204064227375,-3.4752463576226855
-0.06095277987704958,2.059739480321951
-4.216630643610624,-4.132007044468724
-4.828600431574445,-2.4092158543471274
1.0348335262916073,-0.9621204872063558
-1.6511654140654377,3.5211511287436794
2.482153983669364,-0.5618602570494261
4.9681237498272885,1.878912482702911
0.02288288020529107,1.3376550222864476
2.849407131770932,-1.4152720771731355
1.7776881145574672,-0.8784314400061098
1.9412075399242468,-0.3109236910328525
2.2360780530875313,1.5093570507392855
-5.020398669831786,-3.737022028245313
-0.7111284110062807,-3.8279513768664786
-2.1029532458880844,-3.0742617676677844
1.8282656495504568,4.4967778261010505
2.485025229791164,1.2226644931380173
-0.10307979036112742,-0.9075265760663358
1.7606083833738289,3.323021391978981
4.568556248170595,0.4336742878601518
-5.117226819501817,1.299880887118904
1.3165773131441707,2.4178007909164885
-0.6913800897582045,1.7857066270147237
-1.850463763839523,-3.013795240765999
-1.2153281846816517,-2.116288549062472
